2017-10-02,00:00,0,0,0,22.4,68.7,46,21,43,19
2017-10-02,00:00,0,0,0,22.4,68.7,46,21,43,19
2017-10-02,00:00,0,0,0,22.4,68.7,46,21,43,19
2017-10-02,00:00,0,4,0,22.3,68.7,46,21,43,20
2017-10-02,00:00,0,0,0,22.4,68.8,46,21,43,19
2017-10-02,00:00,0,0,0,22.3,68.7,46,21,43,20
2017-10-02,00:00,0,0,0,22.4,68.7,46,21,43,20
2017-10-02,00:00,0,0,0,22.4,68.7,46,21,42,19
2017-10-02,00:01,0,0,0,22.4,68.7,46,21,43,19
2017-10-02,00:01,0,0,0,22.4,68.7,46,21,43,19
2017-10-02,00:01,0,0,0,22.3,68.7,46,21,43,20
2017-10-02,00:01,0,1,0,22.3,68.8,46,21,42,19
2017-10-02,00:01,0,0,0,22.3,68.8,46,21,43,19
2017-10-02,00:01,0,0,0,22.4,68.7,46,21,43,20
2017-10-02,00:01,0,0,1,22.3,68.8,46,21,43,19
2017-10-02,00:01,0,1,0,22.3,68.8,46,21,43,19
2017-10-02,00:02,0,0,0,22.4,68.9,46,21,43,19
2017-10-02,00:02,0,0,0,22.3,68.8,46,21,43,19
2017-10-02,00:02,0,0,0,22.3,68.8,46,21,43,19
2017-10-02,00:02,0,0,0,22.3,68.9,46,21,43,20
2017-10-02,00:02,0,5,0,22.3,68.9,46,21,43,19
2017-10-02,00:02,0,0,0,22.3,68.8,46,21,43,19
2017-10-02,00:02,0,0,0,22.4,68.8,46,21,43,19
2017-10-02,00:03,0,0,0,22.3,68.8,46,21,43,19
2017-10-02,00:03,0,0,0,22.3,68.8,46,21,43,19
2017-10-02,00:03,0,0,0,22.4,68.7,46,21,43,19
2017-10-02,00:03,0,0,0,22.3,68.8,46,21,43,19
2017-10-02,00:03,0,0,0,22.4,68.7,46,21,43,20
2017-10-02,00:03,0,3,0,22.4,68.7,46,21,42,20
2017-10-02,00:03,0,5,0,22.3,68.8,46,21,42,19
2017-10-02,00:03,0,0,0,22.3,68.8,46,21,43,19
2017-10-02,00:04,0,0,0,22.4,68.7,46,21,43,19
2017-10-02,00:04,0,0,0,22.3,68.7,46,21,43,19
2017-10-02,00:04,0,0,0,22.3,68.8,46,21,42,19
2017-10-02,00:04,0,0,0,22.3,68.5,46,21,42,19
